n_samples,idx,maxes
10000,639,3544798290
10000,640,5978801611
10000,641,1360108671
10000,642,484192373
10000,643,211328278
10000,644,81087174
10000,645,282597627
10000,646,994161865
10000,647,11249716
10000,648,41470415
10000,649,11524351
10000,650,18503024
10000,651,23512530
10000,652,55616600452
10000,653,66751640
10000,654,216911278
10000,655,209168384129
10000,656,197987072
10000,657,50618471
10000,658,232742949
10000,659,106006658
10000,660,500164841503
10000,661,44805792
10000,662,656495536
10000,663,170356605
10000,664,11800823017
10000,665,30189639528
10000,666,8800719
10000,667,23195320
10000,668,212232422
10000,669,14372996650
10000,670,147575113
10000,671,106634058
10000,672,71948179
10000,673,145032219
10000,674,138123808
10000,675,160512003
10000,676,739064795
10000,677,252330992
10000,678,7077111
10000,679,6795360
10000,680,210141641
10000,681,42313398
10000,682,1761454116
10000,683,4369588243
10000,684,474405755
10000,685,365773617
10000,686,12841275
10000,687,2077677861
10000,688,109118754213
10000,689,32730989
10000,690,960768816
10000,691,58418117
10000,692,71236786
10000,693,56087946
10000,694,14735996694
10000,695,55024752
10000,696,81463858
10000,697,547748655
10000,698,91840483
10000,699,34268175
10000,700,4736755275
10000,701,152946720
10000,702,376812832
10000,703,5045419055
10000,704,1710765028
10000,705,53770486116
10000,706,400172778
10000,707,152329388
10000,708,88496074
10000,709,480404452
10000,710,2493339592
10000,711,33158924
10000,712,111711484
10000,713,436299574
10000,714,9411604119240
10000,715,43255122781
10000,716,93422139
10000,717,617298941
10000,718,60332038
10000,719,191397559
10000,720,546568592
10000,721,108478981
10000,722,2160513477
10000,723,162417996
10000,724,36960236
10000,725,197699395
10000,726,334618103
10000,727,3459966203333
10000,728,86544502
10000,729,118397207
10000,730,220346304
10000,731,32616189
10000,732,203072221
10000,733,14414812491
10000,734,225026960
10000,735,1319131353
10000,736,6183731
10000,737,95944076
10000,738,733261009
10000,739,946955002
10000,740,164271828
10000,741,40793959
10000,742,82581830
10000,743,9732026
10000,744,3227146544
10000,745,507828814737
10000,746,6959428
10000,747,773452917
10000,748,9530876050
10000,749,1521949737
10000,750,61475354
10000,751,84252720
10000,752,41988955
10000,753,1959411098
10000,754,31306051
10000,755,274343447
10000,756,240551428
10000,757,125988869
10000,758,37699285
10000,759,1718932813
10000,760,353699147
10000,761,20239207196
10000,762,122690063
10000,763,12417987786
10000,764,34140835
10000,765,81643909
10000,766,64302888
10000,767,14883700
10000,768,22823385
10000,769,286904713
10000,770,47176552
10000,771,130505576177
10000,772,6762847004
10000,773,54268752
10000,774,16505989
10000,775,125453231
10000,776,2230489954
10000,777,50321945
10000,778,99998011
10000,779,10564249
10000,780,28478035075
10000,781,1954573445
10000,782,20296984525
10000,783,655150363
10000,784,55543280
10000,785,136965523
10000,786,1171072614
10000,787,55377109
10000,788,2149287448
10000,789,390201362
10000,790,1993907578
10000,791,21423536
10000,792,4469733361
10000,793,213081536
10000,794,2404037605
10000,795,750134222
10000,796,410763860
10000,797,1049059021
10000,798,20434916
10000,799,14282158
10000,800,34342559
10000,801,10834408
10000,802,55767171
10000,803,176010157
10000,804,79409178
10000,805,427505973
10000,806,4051428613
10000,807,36388129800746
10000,808,478307862
10000,809,4609353
10000,810,19658060199
10000,811,111915745
10000,812,7797566
10000,813,12044495
10000,814,244257741
10000,815,301072478
10000,816,146907035
10000,817,68732098
10000,818,545196667
10000,819,71943917
10000,820,327825514
10000,821,2800017423
10000,822,4739640924
10000,823,103283253
10000,824,3574168185
10000,825,9200387
10000,826,1094889618
10000,827,397801367
10000,828,21682831
10000,829,22115492
10000,830,48757449
10000,831,30725980
10000,832,12018696526
10000,833,102834552
10000,834,69773859
10000,835,427246778
10000,836,39637637
10000,837,192741200
10000,838,50298182
10000,839,30107037
10000,840,1012617029
10000,841,397657316
10000,842,170592922
10000,843,301048153
10000,844,103946777
10000,845,360836876
10000,846,43599469
10000,847,448389404
10000,848,57359254
10000,849,23069013
10000,850,8465883
10000,851,911994599
10000,852,29425573
10000,853,7390508
10000,854,65431906
10000,855,2262183
10000,856,2315863751
10000,857,260950530
10000,858,79884248269
10000,859,165989157
10000,860,90267098
10000,861,1062122426
10000,862,6814107
10000,863,3940405240
10000,864,328814485
10000,865,347509021
10000,866,111314479
10000,867,13774191
10000,868,25950829
10000,869,9316617360
10000,870,11437004199708
10000,871,2408709934
10000,872,71411254
10000,873,111953244
10000,874,579543721
10000,875,34944333
10000,876,114633783
10000,877,2117626053
10000,878,28778021415
10000,879,35443954
10000,880,78777663
10000,881,1715387376
10000,882,261743398
10000,883,2754290270
10000,884,29184529
10000,885,87906299
10000,886,15483043
10000,887,4155585685
10000,888,229393326
10000,889,1349635215
10000,890,6308041495
10000,891,65268805
10000,892,685027259
10000,893,89602265
10000,894,691738637
10000,895,46932309
10000,896,193995824
10000,897,437588270
10000,898,385894359
10000,899,545113686
10000,900,211011051
10000,901,549381987
10000,902,1779457665
10000,903,3761954058
10000,904,14347354200
10000,905,17090266
10000,906,67007092
10000,907,274155221
10000,908,422920835
10000,909,266069389
10000,910,1041599265
10000,911,34079331
10000,912,355955624
10000,913,1434831337
10000,914,92097585
10000,915,62063791
10000,916,5340656
10000,917,5635668803
10000,918,712307127
10000,919,127352437
10000,920,125295688
10000,921,5290442
10000,922,772092455
10000,923,9577045
10000,924,66630667
10000,925,225020673
10000,926,9606925
10000,927,2589121925
10000,928,1075940651
10000,929,79330482
10000,930,406601214
10000,931,1360949939
10000,932,2452907573
10000,933,97484459522
10000,934,189278473
10000,935,16465656
10000,936,277618396
10000,937,9663315
10000,938,4234158
10000,939,228858750
10000,940,22610599776
10000,941,29775709
10000,942,26262112014
10000,943,15567675
10000,944,12935755
10000,945,8754244272
10000,946,8205006
10000,947,25559783
10000,948,25755989
10000,949,1017571806
10000,950,2534541903
10000,951,3665121529
10000,952,39479142
10000,953,503415923
10000,954,835421186
10000,955,89991375
10000,956,40351585
10000,957,490980549
10000,958,2372569456
10000,959,424508857
10000,960,4022524055
10000,961,29456220
10000,962,5585225
10000,963,1791896350
10000,964,152037399
10000,965,13210566
10000,966,40816339970
10000,967,156581369793
10000,968,4393221648
10000,969,693827455
10000,970,2331354348
10000,971,3314861247
10000,972,887687903
10000,973,301247704
10000,974,111200813
10000,975,818403347
10000,976,78208375
10000,977,350316280
10000,978,83683036
10000,979,1871414281
10000,980,966381899
10000,981,26329264
10000,982,297497046
10000,983,65679068
10000,984,10411674901
10000,985,11264093321
10000,986,12163565923
10000,987,133427358
10000,988,242038492
10000,989,11376827497
10000,990,383984695
10000,991,1720892478
10000,992,368479257
10000,993,17701337
10000,994,5218007
10000,995,571049481
10000,996,25845025
10000,997,106200054
10000,998,120199851
10000,999,34982552
10000,1000,28254900
100000,1,7312152569
100000,2,15149326204
100000,3,6247588597
100000,4,1879849474
100000,5,3868158909
100000,6,4401232714
100000,7,3593951366
100000,8,4058161655
100000,9,2700175365
100000,10,432672739
100000,11,1111611761
100000,12,3511482399078
100000,13,1810047066
100000,14,1639810284795
100000,15,4728416920
100000,16,1765247008
100000,17,280188119059
100000,18,187039683409
100000,19,28869170369
100000,20,1463889629
100000,21,72048587683
100000,22,470175931
100000,23,3860285337725
100000,24,46778760466
100000,25,454754729765
100000,26,34632651936
100000,27,633542626148
100000,28,9195534758
100000,29,6582903356
100000,30,151899566155
100000,31,93274680258
100000,32,53590947229
100000,33,9871186197
100000,34,9836114585
100000,35,99353450210
100000,36,3137377962
100000,37,19192886659
100000,38,167317406564
100000,39,48947939369
100000,40,29566805199
100000,41,7492145495
100000,42,279017729522
100000,43,54226240439
100000,44,78709304779
100000,45,1160875881
100000,46,13784303656
100000,47,598871652421
100000,48,80465664773
100000,49,78065468589
100000,50,14191781151
100000,51,1033042730
100000,52,2731679397
100000,53,353381670693
100000,54,15203303417
100000,55,173272114558
100000,56,5337010138
100000,57,23983940371134
100000,58,8773718941122
100000,59,204827044093
100000,60,33474070049
100000,61,3263302355
100000,62,233513305009
100000,63,18499094959
100000,64,8407151294
100000,65,1320381609
100000,66,9880783738
100000,67,188975643693
100000,68,874161683
100000,69,11082064806
100000,70,5117952191
100000,71,10113968402
100000,72,30832363472
100000,73,15046526962
100000,74,6748625630
100000,75,5920674421
100000,76,4091226832
100000,77,44821260307
100000,78,2241086533687
100000,79,1920931543
100000,80,15909626391
100000,81,162089061787
100000,82,6110089318
100000,83,10713937715
100000,84,6843587341
100000,85,459939539906
100000,86,15115519945
100000,87,75809949327
100000,88,69293473066
100000,89,32824881155
100000,90,845835602608
100000,91,2212159575
100000,92,134136160874
100000,93,103163718242
100000,94,8585098644
100000,95,30499779733
100000,96,38384808270
100000,97,11583593967
100000,98,4582447928
100000,99,7135480427
100000,100,9300307454
100000,101,9295297637
100000,102,10499293085
100000,103,90334836929
100000,104,53154573410
100000,105,35485358164726
100000,106,4835113863
100000,107,4590403001
100000,108,367174324648
100000,109,6277590088
100000,110,2286410893
100000,111,426057225860
100000,112,15939571275
100000,113,730485839
100000,114,128509012442
100000,115,158767928579
100000,116,754824832
100000,117,85134208457
100000,118,445335843790
100000,119,44755052985
100000,120,8525771166
100000,121,2380932735
100000,122,29175374712
100000,123,33067145792
100000,124,10224755870
100000,125,51581115883
100000,126,94426043338
100000,127,2005567222
100000,128,851295527773
100000,129,28253348399
100000,130,4033237449
100000,131,23808787082
100000,132,5034422685
100000,133,3851520606
100000,134,281853011374
100000,135,1224168898
100000,136,827309015471
100000,137,2705147822
100000,138,1264795773733
100000,139,1074085971
100000,140,88898247028
100000,141,42608945684
100000,142,50911273445
100000,143,12005209594
100000,144,3853231368732
100000,145,484405013842
100000,146,735808058202
100000,147,526885908944
100000,148,71823976454
100000,149,6395256011
100000,150,33923439397
100000,151,253041756841009
100000,152,49951500917
100000,153,5517960284
100000,154,97413631276
100000,155,3669851627018
100000,156,338785412262
100000,157,32283347597
100000,158,20226138618689
100000,159,33777760008697
100000,160,25088140433
100000,161,36023756437
100000,162,3825716700
100000,163,29771460328
100000,164,52119904527
100000,165,913728447
100000,166,5127000465
100000,167,32261749774
100000,168,94669723349
100000,169,48298902065
100000,170,2820412399
100000,171,598847154
100000,172,27141738390
100000,173,22210682731
100000,174,11825336126
100000,175,30712581184116
100000,176,6659927267
100000,177,468164739
100000,178,2261617650
100000,179,1203181396
100000,180,38447920983
100000,181,418266191583
100000,182,966397133475
100000,183,10915233179710
100000,184,56537937140
100000,185,366140468130
100000,186,10337863132
100000,187,121904719594171
100000,188,4294443056
100000,189,3164060358
100000,190,18530769979
100000,191,342395148708
100000,192,243155116501
100000,193,39138130373
100000,194,8817904321
100000,195,3038353602544
100000,196,19277360103
100000,197,68343538900
100000,198,3627660448810
100000,199,60351463683
100000,200,69574625406
100000,201,29082772906
100000,202,2484896715
100000,203,108783828830
100000,204,152313931681
100000,205,1968082930
100000,206,62057577567
100000,207,1718826086500
100000,208,93847713343
100000,209,3991225770
100000,210,166967386887
100000,211,11513091077
100000,212,1740066246
100000,213,90423403590
100000,214,4703984205
100000,215,776819433
100000,216,68169156138
100000,217,600385182486
100000,218,3173945899
100000,219,11622005135
100000,220,11273005668
100000,221,1753562921
100000,222,35417044769
100000,223,32585269205
100000,224,2277455663101
100000,225,264573761321
100000,226,10617508662
100000,227,19515097604
100000,228,88762632761
100000,229,6863402565
100000,230,37244703842
100000,231,133022200714
100000,232,3508809980
100000,233,6522144119
100000,234,870260140660
100000,235,4785247242
100000,236,23512212861
100000,237,5737908318
100000,238,13240978784
100000,239,522461661927
100000,240,4715272047
100000,241,206259017374
100000,242,35583997055767
100000,243,5661764404
100000,244,5587515135
100000,245,24215952628
100000,246,3131086417
100000,247,32006923922
100000,248,12505439275
100000,249,77862727553
100000,250,1230737143
100000,251,17488041191
100000,252,8462342099
100000,253,7083837430
100000,254,17674752661
100000,255,5593354420
100000,256,30994345730
100000,257,977102582030
100000,258,3019840189
100000,259,10010099903
100000,260,5952838338
100000,261,609804612
100000,262,9411556178
100000,263,149933956242
100000,264,7691101958
100000,265,388693567008
100000,266,63448303414
100000,267,5675676588
100000,268,9571735345
100000,269,2321895524
100000,270,20673794680
100000,271,32183639077
100000,272,80572058606
100000,273,90461400608
100000,274,3931903205186
100000,275,176369389090
100000,276,73464989238
100000,277,4653021958
100000,278,1289434439
100000,279,12921913988
100000,280,1050024849
100000,281,39865619928
100000,282,2416877853
100000,283,46116860184273880
100000,284,58038271754
100000,285,24931590304
100000,286,1516235881616
100000,287,93981733623
100000,288,338337139
100000,289,1580825738921
100000,290,86432832259
100000,291,4427317678
100000,292,5853785377
100000,293,76092612903
100000,294,1120047035
100000,295,7336671855
100000,296,237504685735
100000,297,1624451860
100000,298,121376461155
100000,299,4218921921
100000,300,2367304424
100000,301,1911479038
100000,302,1296405220
100000,303,36509374190
100000,304,1836856562157
100000,305,6772179895
100000,306,3212004428
100000,307,37008193118
100000,308,36467180895
100000,309,75586886304
100000,310,6022525301
100000,311,7356905076
100000,312,15601142540
100000,313,462711791940
100000,314,1089911281144
100000,315,79768721352
100000,316,5969770352
100000,317,18093470864
100000,318,1593794858
100000,319,767626326
100000,320,1453075157073
100000,321,16192753240
100000,322,544969614981
100000,323,2117489926
100000,324,50991606803
100000,325,1745363073928
100000,326,5944506043
100000,327,221104564333
100000,328,934101333
100000,329,1674577369072
100000,330,16260128727
100000,331,3730244467
100000,332,15577576548
100000,333,67551778280
100000,334,6591118526
100000,335,23269004813
100000,336,1728309246916
100000,337,133271062296
100000,338,132909312188
100000,339,12036509507
100000,340,108085485841
100000,341,3238873908
100000,342,66302152788
100000,343,2257316572
100000,344,378733155102
100000,345,4508529483
100000,346,180296770762
100000,347,10263865009
100000,348,5565795734
100000,349,43063063592
100000,350,45604657854
100000,351,6002827871220
100000,352,9265432467541
100000,353,130045760738
100000,354,7580023041465
100000,355,7728615245
100000,356,10136741726
100000,357,14786940750
100000,358,27565155125
100000,359,2582814651
100000,360,22309661385
100000,361,3081587677
100000,362,4445342712
100000,363,2996858197872
100000,364,2985971658
100000,365,92014137371
100000,366,268352652394
100000,367,32949856793
100000,368,1783238754
100000,369,40824020877
100000,370,810063105336
100000,371,57379083183902
100000,372,74514609670
100000,373,12079669868
100000,374,4630188250677
100000,375,1524164025
100000,376,1641753655545528
100000,377,2060802900
100000,378,259022653875
100000,379,28972231525
100000,380,664956270551
100000,381,3424697975
100000,382,120009729945
100000,383,83605121689
100000,384,1247288335
100000,385,809723705275
100000,386,605854979
100000,387,191097323504
100000,388,1018524741
100000,389,10776697591
100000,390,14545444350
100000,391,2903533194
100000,392,28653394788
100000,393,25175157319566
100000,394,15198067218
100000,395,132369442475
100000,396,74344409488
100000,397,676466022126
100000,398,237342048
100000,399,6279443388
100000,400,10184912494
100000,401,3079199313
100000,402,464427791
100000,403,85540507153
100000,404,5604278938
100000,405,20569311942353
100000,406,2036921751
100000,407,15272999503817
100000,408,8485225800
100000,409,767923521
100000,410,1875719333
100000,411,1438406544
100000,412,324213807934
100000,413,23608199879
100000,414,138879407296
100000,415,6653857269
100000,416,1723954919
100000,417,31467221126
100000,418,649070942
100000,419,1540503889
100000,420,37101195182
100000,421,62333558856339
100000,422,2707937944791
100000,423,75674054439
100000,424,2076708003
100000,425,61443079145
100000,426,308397882183
100000,427,19373688894
100000,428,4401912625
100000,429,3903804237
100000,430,16229276429
100000,431,21800283390
100000,432,9357791086
100000,433,1869003902
100000,434,8260489943
100000,435,18434822477
100000,436,25530610132
100000,437,5132988901
100000,438,209346684289
100000,439,33813147658
100000,440,16989575361
100000,441,8179630270
100000,442,1676301702
100000,443,2298370506
100000,444,2614085511
100000,445,702315062890
100000,446,161664467178
100000,447,1314325535
100000,448,124917763693
100000,449,12060527402
100000,450,887712535
100000,451,2570243652462
100000,452,3305637783
100000,453,16172502133665
100000,454,13094627989
100000,455,101985806663
100000,456,36007842424
100000,457,16111501636
100000,458,46413430868
100000,459,614717626979
100000,460,4506979228
100000,461,577655759604
100000,462,5846492694
100000,463,1784669361755
100000,464,3964783088883
100000,465,9728633481008
100000,466,5642767864
100000,467,5273849214
100000,468,17384046449
100000,469,1265306672
100000,470,30782004374
100000,471,1199168581
100000,472,4970824719
100000,473,22898294050
100000,474,4405859216
100000,475,6456420429
100000,476,3283009611
100000,477,196783901095
100000,478,1678829348
100000,479,323698637769
100000,480,587176260323
100000,481,121613100828
100000,482,44649425991
100000,483,12391610004
100000,484,4861181286791
100000,485,4192630922
100000,486,4578261759
100000,487,9078408335
100000,488,79726773691
100000,489,15994062284
100000,490,2165197414
100000,491,355938835590
100000,492,48472367108
100000,493,72229036145
100000,494,15135443263
100000,495,767814529602895
100000,496,864458498
100000,497,20141687192659
100000,498,8805578592
100000,499,268676612831
100000,500,54202727707
100000,501,13577900618
100000,502,820938573
100000,503,52972430122
100000,504,108251146765
100000,505,7234740687
100000,506,4178954260060
100000,507,44627467437
100000,508,48797005326
100000,509,22118487254
100000,510,11509640342
100000,511,3046599761
100000,512,49610147696
100000,513,7849381054807
100000,514,12954122393
100000,515,3481040562641
100000,516,9410280799
100000,517,3234072529
100000,518,410564394964
100000,519,1036033249
100000,520,22170660718
100000,521,1860263227188
100000,522,86967779571
100000,523,22712266728
100000,524,217281778124
100000,525,770904993
100000,526,242159526277431
100000,527,1223530910
100000,528,15814738175
100000,529,13203369259786
100000,530,5718930362
100000,531,224334826200
100000,532,4208477631
100000,533,234039650621
100000,534,645207421612
100000,535,10975278937
100000,536,1047699625
100000,537,2400674451393
100000,538,325853318887
100000,539,2421809662
100000,540,5995412231
100000,541,1430311769
100000,542,1603468133
100000,543,70760326182
100000,544,647384927065
100000,545,404986798145
100000,546,5655817693
100000,547,77620479131
100000,548,18730893146
100000,549,128594863972
100000,550,10839485005
100000,551,694433868880
100000,552,319452898863
100000,553,23730289127
100000,554,16414738497
100000,555,7274736592
100000,556,56220019989
100000,557,27002765616
100000,558,29040432477672
100000,559,1362096253
100000,560,5136758433
100000,561,3861445979
100000,562,684833516126
100000,563,1156889413
100000,564,8552594750
100000,565,13461511307
100000,566,16909426273
100000,567,118021392205
100000,568,23798526148
100000,569,9681247606
100000,570,311450910214
100000,571,22486043252
100000,572,20562128476
100000,573,2706130851
100000,574,3033564691
100000,575,606717048979
100000,576,5084022609
100000,577,20031654247
100000,578,961004607
100000,579,106207407155
100000,580,46315804047
100000,581,4227103119811
100000,582,30432920066
100000,583,2434904643
100000,584,27123008109
100000,585,10032991069
100000,586,6148523080
100000,587,9479094323
100000,588,875958653044
100000,589,110542469414
100000,590,8006399337547548
100000,591,15512594839
100000,592,1410011663024
100000,593,1747356106
100000,594,12355077871
100000,595,425798342544
100000,596,36026940506
100000,597,10754850830
100000,598,502644788986
100000,599,1969465996
100000,600,5737981495775
100000,601,4507419269041
100000,602,96416144741
100000,603,14293091334
100000,604,383997082558
100000,605,472690322088
100000,606,34054747342
100000,607,2380023584289
100000,608,969501309489
100000,609,411443118
100000,610,414016054622
100000,611,3155046004
100000,612,24540393798113
100000,613,9113553264
100000,614,2739334064502
100000,615,147900251307
100000,616,8096558509
100000,617,2264575504
100000,618,70971157577
100000,619,27883290517
100000,620,2497577176
100000,621,46544080855
100000,622,6130601937
100000,623,16438267250
100000,624,19404858986151
100000,625,3554646588
100000,626,51131302410
100000,627,13026513797
100000,628,10392407977
100000,629,14217796882
100000,630,20895653100
100000,631,5287071578
100000,632,5072226933
100000,633,3304752941
100000,634,58457224758
100000,635,1454183679
100000,636,35056678008
100000,637,4193642428
100000,638,105390152787
100000,639,404342841
100000,640,33545481378
100000,641,5047923254
100000,642,77923466856
100000,643,13466603819
100000,644,272477820286
100000,645,33984621755
100000,646,90970324502
100000,647,5405011437
100000,648,21652912477107
100000,649,1620427354770
100000,650,2105966930
100000,651,22277111208
100000,652,857177923773
100000,653,7185137047
100000,654,408368214918
100000,655,64878612369
100000,656,1039567243
100000,657,46797611467
100000,658,822726841
100000,659,1435295761917
100000,660,3377553972807
100000,661,151761820013
100000,662,19221396311
100000,663,29467623461
100000,664,2427313363
100000,665,70786628692
100000,666,9959921713
100000,667,15516194258
100000,668,12152953217
100000,669,58847478690
100000,670,1788004672092
100000,671,68326902206
100000,672,245707603944131
100000,673,671826527945
100000,674,3218371514
100000,675,3352414989
100000,676,16097226617
100000,677,287942361804
100000,678,7452442517
100000,679,18343088309
100000,680,478185787508
100000,681,3659857663
100000,682,78760743725
100000,683,15592979033
100000,684,9620762721
100000,685,118830323338076
100000,686,1134131148850
100000,687,8140157903
100000,688,130089447900
100000,689,5111479485
100000,690,3959015067
100000,691,13348766406
100000,692,1361698388
100000,693,199993287645
100000,694,421433184076
100000,695,14366579597
100000,696,2371547313
100000,697,195248269167
100000,698,541984508016
100000,699,1655568130954
100000,700,1658389491
100000,701,48736827122
100000,702,132100740302
100000,703,3918611639
100000,704,6408374604
100000,705,1584561259
100000,706,15273378758
100000,707,10543013396
100000,708,172513949197220
100000,709,1079664453
100000,710,13355232352
100000,711,1496435710634
100000,712,1191930715067
100000,713,7612558232
100000,714,195933032286
100000,715,14010109512
100000,716,17981791744
100000,717,51805506265
100000,718,7416622129
100000,719,102549284121
100000,720,10180606129
100000,721,455612757367
100000,722,1414994851
100000,723,7632701980
100000,724,12154201050
100000,725,51882462813
100000,726,5820971929
100000,727,1903990391
100000,728,32049630066
100000,729,5553056051
100000,730,2263070786
100000,731,3040657237
100000,732,5467348801
100000,733,24949931795
100000,734,488036163955
100000,735,1339487704
100000,736,1994571101
100000,737,17206113615
100000,738,5468101879
100000,739,113599483369
100000,740,18903981402
100000,741,4287375200
100000,742,6770104250
100000,743,384996279459
100000,744,1018797254
100000,745,13542605665
100000,746,98211341386
100000,747,54485893412
100000,748,7769591771
100000,749,6101424811
100000,750,1802183677
100000,751,610919980153
100000,752,40507075768
100000,753,3783427309
100000,754,25846953735
100000,755,91341984652
100000,756,4451283328
100000,757,13698045319
100000,758,1206608020206
100000,759,90032165623
100000,760,2298405083064
100000,761,562818987394
100000,762,85312725511433
100000,763,408976493995
100000,764,503142991439
100000,765,4366093271883918
100000,766,18158243558
100000,767,30991804950
100000,768,98975376684
100000,769,6551425541257
100000,770,35050565781
100000,771,38755171157
100000,772,106191291317
100000,773,906886147
100000,774,414761357900
100000,775,234779529376
100000,776,1281519058733
100000,777,16992669391
100000,778,8122565419641
100000,779,77039691932
100000,780,47881486399
100000,781,22412427696
100000,782,160191450098
100000,783,8345748951
100000,784,4107727271
100000,785,2680357393
100000,786,9528276897577248
100000,787,15725286652
100000,788,24231753369
100000,789,20361772864
100000,790,264674358266035
100000,791,298665559467
100000,792,779386628
100000,793,2725771952
100000,794,40480514374
100000,795,154694347785
100000,796,530465894633
100000,797,32503252452
100000,798,561641131447
100000,799,12282496602
100000,800,35317932842
100000,801,20069995495
100000,802,11403432337
100000,803,7416622129
100000,804,1033769797
100000,805,27288082949274484
100000,806,41941120066
100000,807,17944795066
100000,808,34107484070
100000,809,1120064491
100000,810,37734816059
100000,811,9309920930
100000,812,26499546756
100000,813,43989056304
100000,814,11330071339
100000,815,26557896948
100000,816,935645368
100000,817,158797391428
100000,818,269720048
100000,819,2842371287
100000,820,985446944
100000,821,12011950220
100000,822,571973601525
100000,823,26463426065
100000,824,28448965019
100000,825,34825532364
100000,826,3419105262
100000,827,139629549527
100000,828,1350351242
100000,829,1994820007
100000,830,34239514870757
100000,831,6664485219
100000,832,1610487526
100000,833,15177149451
100000,834,3857761314
100000,835,30218972401
100000,836,89220027974
100000,837,407034768575
100000,838,6157738137
100000,839,46600242637
100000,840,4997204005
100000,841,4726449253
100000,842,5547664548
100000,843,9539981464
100000,844,1164235279
100000,845,35713753652
100000,846,162545843474
100000,847,390732760305
100000,848,888205390
100000,849,7426895208630
100000,850,878680337
100000,851,5620137188
100000,852,6338010064
100000,853,99777708892
100000,854,1700661396
100000,855,1490486518752
100000,856,8254549847
100000,857,5230600784
100000,858,7541300126287
100000,859,527144892
100000,860,266998396652
100000,861,32947071808
100000,862,33142876872
100000,863,1264795773733
100000,864,128551927457
100000,865,30226312299
100000,866,1484572733662
100000,867,4780934127
100000,868,1800296974
100000,869,45763800586
100000,870,1158127214051
100000,871,35203852425
100000,872,18408044180
100000,873,847286435279
100000,874,4344944484
100000,875,784211531
100000,876,10656845506
100000,877,336683288927
100000,878,3520692840760
100000,879,5901416595
100000,880,225029130542
100000,881,79758231334
100000,882,12927387781
100000,883,3047069649
100000,884,2832658237
100000,885,4315619784
100000,886,20875975360
100000,887,38801398218
100000,888,3248415976594
100000,889,756352944
100000,890,11499297439
100000,891,490135616795344
100000,892,162089061787
100000,893,16637322095
100000,894,1068583143
100000,895,77590277590
100000,896,74353849748
100000,897,293859956953
100000,898,13479712129
100000,899,22806599619
100000,900,5258285562962
100000,901,3890662223
100000,902,20372601074
100000,903,18147993189
100000,904,340629389874
100000,905,70856840457
100000,906,37219831631161
100000,907,2698738529
100000,908,8463792279
100000,909,402024393
100000,910,20072643776
100000,911,5006758572
100000,912,92891174376
100000,913,1001383188130
100000,914,296707719
100000,915,1399930490002
100000,916,1062041837
100000,917,40435041298
100000,918,5561158054
100000,919,4830264161
100000,920,6769066786
100000,921,41821385284
100000,922,7955601548
100000,923,10397836820
100000,924,1587443642
100000,925,37978337771
100000,926,8293451220
100000,927,32952642132
100000,928,2622845343068
100000,929,212961106516
100000,930,2337025847
100000,931,97456118957
100000,932,6521653594
100000,933,122826786983
100000,934,3360746105
100000,935,2842582995
100000,936,12844288712
100000,937,47320512307
100000,938,158826862479
100000,939,43276076166
100000,940,98700455263
100000,941,607598264621
100000,942,339705524311
100000,943,24065744045
100000,944,25740855707
100000,945,1885402997
100000,946,5968052433
100000,947,18632604301618
100000,948,1282070705
100000,949,18752398874
100000,950,4086965169
100000,951,6155938451
100000,952,606937173077
100000,953,13096721538
100000,954,307443090551
100000,955,22534796876
100000,956,1425735117332
100000,957,17187005330971
100000,958,5541704537
100000,959,486842625
100000,960,14406756823
100000,961,6462706050
100000,962,73400125630
100000,963,4714819754
100000,964,91949185453
100000,965,1750455387
100000,966,3532643136
100000,967,2309803758
100000,968,709495587051
100000,969,2129801841941
100000,970,26455409274
100000,971,4735541053
100000,972,248259108124
100000,973,682496213
100000,974,4220198275
100000,975,2644739612577
100000,976,17197708858
100000,977,5757184309
100000,978,1635905975978
100000,979,9928982052
100000,980,655464154039
100000,981,625835329
100000,982,56827004703
100000,983,2683526524
100000,984,74316099492
100000,985,29821757028
100000,986,10854740954
100000,987,12764674150
100000,988,136711961914
100000,989,2512875340
100000,990,64153696045
100000,991,6691166766
100000,992,21534442345
100000,993,55935565633
100000,994,14190206736
100000,995,41465241314
100000,996,5657402566
100000,997,33519746998
100000,998,7066378811
100000,999,96821709540
100000,1000,617663339
1000000,1,958920201143
1000000,2,731419114467
1000000,3,325661042188220
1000000,4,1661535929532
1000000,5,2437144150311739
1000000,6,643761849052
1000000,7,243923888577978
1000000,8,6235378607933
1000000,9,181275184733931
1000000,10,1815027029854
1000000,11,124815031049
1000000,12,430889470884
1000000,13,825909169671
1000000,14,1029492496393
1000000,15,2378314718012
1000000,16,16355758485845
1000000,17,720575940379279
1000000,18,2832424761468
1000000,19,1067993586606
1000000,20,376894778592
1000000,21,3453980103756
1000000,22,150557691674
1000000,23,14758292563155
1000000,24,2191917807195
1000000,25,1436898548796
1000000,26,156034612384
1000000,27,885581327792
1000000,28,1843831960548
1000000,29,3526853281998
1000000,30,987986908374
1000000,31,88325747663190
1000000,32,882484891953
1000000,33,349982622501
1000000,34,206389940841
1000000,35,454469259132
1000000,36,635897363484
1000000,37,132977028051
1000000,38,452081758496950
1000000,39,522110131803
1000000,40,42092405312359
1000000,41,6106891137688
1000000,42,266357113356
1000000,43,7187778726073
1000000,44,4143380443770
1000000,45,1278147972310
1000000,46,14523520109933
1000000,47,8478825199062
